################################################################################
# This file contains a transactional data dump of students entering and leaving
# at the University Road drop-off gate. That is, the entrance closest to the
# Engineering buildings. There are three turnstiles. The first is North,
# denoted with 'N', and is closest to the Mineral Sciences Building. The second 
# is in the centre, denoted with 'C', and closest to the Mining Engineering
# Study Centre. The third is South, denoted by 'S', and is closest to the
# Engineering 2 Building.
#
# The time stamp indicates the time of day first in the compact format HHMMSS
# and then the date as day/month/year. There is a variable indicating whether
# this is an 'entry' into the campus or an 'exit' leaving the campus. The
# 'success' variable indicates a '1' if the transaction was completed with only
# one tap of the student card, and '0' if two or more taps were required.
#
# The final variable indicates the system's estimate for the entry or exit
# transaction duration (in seconds). That is the time from when a student's
# card is first tapped until the turnstile is activated and locked again behind 
# the student. 
################################################################################


date,type,turnstile,success,duration
174509 24/02/2020,entry,C,1,5.93
174532 24/02/2020,exit,N,1,7.3
174714 24/02/2020,exit,S,1,7.11
174715 24/02/2020,exit,S,0,5.93
174739 24/02/2020,exit,S,1,8.15
174923 24/02/2020,exit,S,0,6.59
175006 24/02/2020,exit,C,1,6.24
175055 24/02/2020,exit,C,0,6.15
175438 24/02/2020,exit,N,1,6.19
175514 24/02/2020,exit,S,1,6.75
175519 24/02/2020,exit,C,1,5.86
175527 24/02/2020,exit,C,1,6.35
175651 24/02/2020,exit,C,0,6.62
175656 24/02/2020,exit,C,1,7.69
175720 24/02/2020,exit,S,1,5.24
175816 24/02/2020,exit,C,1,6.07
175845 24/02/2020,exit,S,1,6.32
180044 24/02/2020,entry,S,1,7.97
180208 24/02/2020,exit,S,0,7.35
180229 24/02/2020,exit,C,1,7.35
180326 24/02/2020,exit,C,1,6.67
180616 24/02/2020,exit,S,1,7.31
180717 24/02/2020,exit,S,1,5.99
180724 24/02/2020,exit,S,1,7.54
180756 24/02/2020,exit,S,1,7.61
180813 24/02/2020,exit,S,1,8
180906 24/02/2020,exit,C,0,5.81
181418 24/02/2020,exit,S,1,6.02
181455 24/02/2020,exit,C,0,7.13
181617 24/02/2020,exit,N,1,6.4
181719 24/02/2020,exit,C,1,5.66
181745 24/02/2020,exit,S,1,8.12
182028 24/02/2020,exit,C,1,7.12
182043 24/02/2020,entry,S,1,7.12
182047 24/02/2020,exit,S,1,6.52
182151 24/02/2020,exit,C,0,7.1
182231 24/02/2020,exit,C,1,6.38
182639 24/02/2020,exit,C,0,6.17
182649 24/02/2020,exit,N,1,6.49
182745 24/02/2020,entry,S,1,6.35
182904 24/02/2020,exit,N,1,6.8
182955 24/02/2020,exit,C,1,6.07
183029 24/02/2020,exit,N,1,6.03
183035 24/02/2020,exit,N,0,6.88
183127 24/02/2020,exit,S,1,6.48
183128 24/02/2020,exit,C,1,6.08
183154 24/02/2020,exit,C,1,7.32
183246 24/02/2020,exit,N,0,7.87
183338 24/02/2020,exit,S,1,4.34
183432 24/02/2020,exit,N,1,6.87
183447 24/02/2020,entry,S,1,5.85
183544 24/02/2020,exit,S,1,6.5
183653 24/02/2020,exit,C,1,6
183656 24/02/2020,exit,S,1,6.11
183815 24/02/2020,exit,S,1,6.39
183840 24/02/2020,exit,C,1,6.89
183843 24/02/2020,entry,C,1,6.62
183948 24/02/2020,exit,C,1,5.95
184140 24/02/2020,exit,C,1,6.64
184234 24/02/2020,exit,S,0,6.17
184628 24/02/2020,exit,C,1,5.1
184639 24/02/2020,exit,N,0,6.22
184809 24/02/2020,exit,N,0,6.16
184851 24/02/2020,exit,S,1,7.35
184914 24/02/2020,exit,N,1,5.79
185007 24/02/2020,exit,S,1,6.33
185248 24/02/2020,exit,C,1,7.3
185338 24/02/2020,exit,S,1,6.76
185341 24/02/2020,exit,C,0,7.03
185411 24/02/2020,exit,C,1,6.9
185555 24/02/2020,exit,C,1,6.19
185805 24/02/2020,entry,C,1,6.76
185940 24/02/2020,exit,C,0,6.64
190009 24/02/2020,exit,S,1,6.16
190052 24/02/2020,exit,S,1,6.8
190210 24/02/2020,exit,C,1,7.03
190352 24/02/2020,entry,C,1,6.82
190449 24/02/2020,exit,S,1,7.01
190656 24/02/2020,exit,C,1,6.12
190826 24/02/2020,exit,C,1,7.63
191736 24/02/2020,exit,S,1,5.9
191832 24/02/2020,exit,C,1,6.54
192602 24/02/2020,exit,S,0,6.76
192721 24/02/2020,exit,S,1,6.22
193120 24/02/2020,exit,C,1,5.93
193455 24/02/2020,exit,C,1,6.93
193915 24/02/2020,entry,C,1,7.5
193929 24/02/2020,exit,S,1,7.51
194109 24/02/2020,exit,C,1,6.63
194153 24/02/2020,entry,N,1,6.5
194228 24/02/2020,exit,C,1,6.22
194310 24/02/2020,exit,S,1,7.15
194358 24/02/2020,exit,N,1,6.79
194457 24/02/2020,exit,S,0,5.5
194511 24/02/2020,exit,C,1,5.88
194709 24/02/2020,exit,C,1,5.84
194753 24/02/2020,entry,C,1,7.5
194825 24/02/2020,entry,C,1,6.03
195033 24/02/2020,exit,S,1,6.35
195110 24/02/2020,entry,S,1,7.18
195122 24/02/2020,exit,S,1,5.56
195123 24/02/2020,exit,N,1,7.54
195126 24/02/2020,exit,N,1,5.84
195251 24/02/2020,exit,C,1,6.67
195632 24/02/2020,exit,S,1,6.43
195641 24/02/2020,exit,S,1,8.18
200236 24/02/2020,exit,C,1,6.19
200743 24/02/2020,exit,S,1,5.71
201528 24/02/2020,exit,C,0,6.35
202537 24/02/2020,exit,S,0,5.28
202551 24/02/2020,exit,S,1,7.11
203136 24/02/2020,exit,C,1,6.37
203157 24/02/2020,exit,N,1,5.84
203729 24/02/2020,exit,C,1,6.11
204125 24/02/2020,exit,S,1,7
204258 24/02/2020,exit,C,1,7.12
204754 24/02/2020,exit,C,1,4.86
204831 24/02/2020,exit,N,1,6.79
205037 24/02/2020,exit,S,1,7.41
205225 24/02/2020,exit,C,1,6.4
205324 24/02/2020,exit,N,1,4.21
205513 24/02/2020,entry,S,1,6.48
205529 24/02/2020,exit,C,1,5.89
205734 24/02/2020,exit,C,1,6.94
210014 24/02/2020,exit,C,0,5.77
210602 24/02/2020,exit,N,1,8
211042 24/02/2020,exit,C,1,5.33
211412 24/02/2020,exit,C,1,5.92
211516 24/02/2020,exit,C,1,4.52
211600 24/02/2020,entry,C,1,7.1
212016 24/02/2020,exit,N,1,5.98
212539 24/02/2020,exit,C,1,6.82
215724 24/02/2020,exit,S,1,5.52
215932 24/02/2020,exit,S,1,6.74
220530 24/02/2020,exit,N,1,5.76
220555 24/02/2020,exit,C,0,6.08
221736 24/02/2020,exit,S,1,5.18
225319 24/02/2020,entry,C,1,7
231558 24/02/2020,exit,C,1,6.08
235810 24/02/2020,exit,C,1,6.98
001831 25/02/2020,exit,C,0,7.67
003504 25/02/2020,exit,C,0,6.24
004148 25/02/2020,exit,S,1,6.87
004707 25/02/2020,exit,S,1,5.67
010658 25/02/2020,exit,S,1,6.55
011658 25/02/2020,exit,S,1,5.4
014505 25/02/2020,entry,C,1,7.72
015314 25/02/2020,exit,S,1,7.02
025601 25/02/2020,exit,C,1,5.84
031303 25/02/2020,entry,S,1,7.81
034225 25/02/2020,entry,S,1,6.81
050122 25/02/2020,entry,C,1,6.28
051740 25/02/2020,entry,S,1,7.89
052245 25/02/2020,entry,S,1,7.62
054832 25/02/2020,exit,S,0,7.27
062659 25/02/2020,entry,C,1,7.37
063142 25/02/2020,entry,C,1,4.25
063332 25/02/2020,entry,C,1,6.04
063418 25/02/2020,entry,C,1,5.59
063955 25/02/2020,entry,C,0,5.79
064725 25/02/2020,entry,S,1,5.73
064920 25/02/2020,entry,S,1,5.4
065456 25/02/2020,entry,C,1,7.39
065541 25/02/2020,entry,N,1,7.2
065606 25/02/2020,exit,C,1,6.02
065740 25/02/2020,entry,C,1,5.34
070132 25/02/2020,entry,S,1,7.72
070154 25/02/2020,entry,S,1,7.17
070222 25/02/2020,entry,C,1,5.03
070405 25/02/2020,entry,S,1,5.98
070553 25/02/2020,entry,S,1,5.81
070754 25/02/2020,entry,S,1,5.02
071112 25/02/2020,entry,S,1,6.73
071126 25/02/2020,entry,C,1,5.12
071301 25/02/2020,entry,S,1,7
071357 25/02/2020,entry,N,1,7.47
071406 25/02/2020,entry,S,0,5.43
071417 25/02/2020,entry,S,1,7.1
071523 25/02/2020,entry,C,1,6.35
071621 25/02/2020,entry,N,1,6.66
071728 25/02/2020,entry,S,1,6.32
072017 25/02/2020,entry,C,1,5.18
072032 25/02/2020,entry,S,1,6.37
072113 25/02/2020,exit,C,1,7.72
072200 25/02/2020,entry,S,1,5.92
072309 25/02/2020,entry,C,0,6.46
072310 25/02/2020,entry,C,1,7.51
072328 25/02/2020,exit,C,1,7.03
072436 25/02/2020,entry,C,1,6.8
072506 25/02/2020,entry,N,1,5.53
072522 25/02/2020,entry,C,1,7.25
072527 25/02/2020,exit,N,1,6.56
072629 25/02/2020,entry,S,0,6.33
072634 25/02/2020,entry,N,1,7.28
072658 25/02/2020,entry,C,1,5.06
072720 25/02/2020,entry,C,1,6.31
072752 25/02/2020,entry,C,1,4.62
072940 25/02/2020,entry,S,1,5.5
072947 25/02/2020,entry,C,1,6.52
073002 25/02/2020,entry,C,1,5.64
073051 25/02/2020,entry,C,1,5.55
073114 25/02/2020,entry,S,1,6.15
073153 25/02/2020,entry,C,1,6.27
073233 25/02/2020,entry,C,1,7.12
073319 25/02/2020,entry,C,1,5.44
073508 25/02/2020,entry,C,1,6.04
073659 25/02/2020,entry,S,1,6.09
073709 25/02/2020,entry,S,1,6.93
073726 25/02/2020,entry,S,1,6.61
073731 25/02/2020,entry,C,1,7.53
073755 25/02/2020,entry,N,1,5.19
073844 25/02/2020,entry,S,1,7.93
073848 25/02/2020,entry,N,1,5.49
073922 25/02/2020,entry,N,1,6.14
073958 25/02/2020,exit,N,1,5.31
074103 25/02/2020,entry,C,1,8.07
074115 25/02/2020,entry,S,1,7.96
074120 25/02/2020,entry,C,1,8.09
074127 25/02/2020,entry,C,1,4.78
074128 25/02/2020,entry,C,0,4.88
074229 25/02/2020,entry,C,1,5.81
074237 25/02/2020,entry,N,1,5.25
074359 25/02/2020,entry,C,1,5.7
074446 25/02/2020,entry,C,1,5.41
074507 25/02/2020,entry,C,1,5.96
074553 25/02/2020,entry,S,1,5.35
074649 25/02/2020,entry,C,1,7.09
074849 25/02/2020,entry,S,1,6.59
074906 25/02/2020,entry,C,1,5.67
074924 25/02/2020,entry,C,0,7.42
075020 25/02/2020,entry,S,1,6.82
075027 25/02/2020,entry,S,1,5.59
075160 25/02/2020,entry,S,1,7.34
075238 25/02/2020,entry,S,1,7.65
075324 25/02/2020,entry,S,1,6.8
075326 25/02/2020,entry,C,1,6.47
075427 25/02/2020,entry,C,1,6.39
075615 25/02/2020,entry,C,1,6.44
075653 25/02/2020,entry,S,0,7.59
075757 25/02/2020,entry,C,1,6.03
075811 25/02/2020,entry,C,0,7.83
075849 25/02/2020,entry,S,1,6.35
075934 25/02/2020,entry,S,1,8.11
075940 25/02/2020,exit,S,1,5.79
075943 25/02/2020,entry,C,1,6.61
075944 25/02/2020,entry,C,1,4.9
075954 25/02/2020,entry,C,1,6.08
080025 25/02/2020,entry,C,1,6.76
080131 25/02/2020,entry,S,1,6.89
080417 25/02/2020,exit,C,1,6.44
080425 25/02/2020,exit,N,1,5.88
080449 25/02/2020,entry,N,1,5.03
080508 25/02/2020,entry,S,1,6.43
080516 25/02/2020,entry,C,0,4.43
080824 25/02/2020,entry,S,1,6.19
080858 25/02/2020,entry,C,0,6.95
080941 25/02/2020,exit,S,1,5.73
080960 25/02/2020,entry,S,1,6.51
081235 25/02/2020,exit,N,0,7.08
081516 25/02/2020,entry,N,0,6.24
081531 25/02/2020,entry,S,1,6.64
081545 25/02/2020,entry,N,1,7.32
081614 25/02/2020,entry,S,1,4.64
081627 25/02/2020,entry,C,1,6.75
081721 25/02/2020,entry,N,1,5.99
081847 25/02/2020,entry,C,1,6.87
081928 25/02/2020,entry,C,1,5.35
081934 25/02/2020,entry,S,1,7.03
082128 25/02/2020,entry,N,1,7.11
082143 25/02/2020,entry,S,1,5.6
082302 25/02/2020,entry,N,1,5.2
082414 25/02/2020,entry,S,1,5.14
082429 25/02/2020,entry,N,0,6.79
082738 25/02/2020,entry,S,1,7.4
082741 25/02/2020,entry,S,1,7.29
082830 25/02/2020,entry,C,1,7.2
082948 25/02/2020,entry,C,1,6.35
083011 25/02/2020,entry,C,1,6.08
083019 25/02/2020,entry,S,1,7.01
083222 25/02/2020,exit,C,1,5.96
083247 25/02/2020,entry,S,1,7.41
083303 25/02/2020,entry,C,1,6.01
083340 25/02/2020,entry,N,1,6.24
083407 25/02/2020,entry,S,1,6.54
083416 25/02/2020,entry,C,1,5.65
083500 25/02/2020,entry,C,0,6.73
083530 25/02/2020,entry,N,1,6.39
083558 25/02/2020,entry,N,1,5.76
083646 25/02/2020,entry,C,1,6.59
083743 25/02/2020,entry,C,1,7.55
083758 25/02/2020,entry,C,1,7.2
083852 25/02/2020,exit,S,1,6.9
084011 25/02/2020,entry,C,1,6.73
084029 25/02/2020,entry,C,1,7.03
084153 25/02/2020,entry,N,1,7.45
084204 25/02/2020,entry,C,1,6.62
084354 25/02/2020,entry,C,1,5.75
084648 25/02/2020,exit,C,0,6.68
084941 25/02/2020,entry,N,1,6.62
084950 25/02/2020,entry,S,1,7.1
084960 25/02/2020,exit,S,0,7.56
085013 25/02/2020,entry,C,1,6.01
085137 25/02/2020,exit,S,1,6.39
085206 25/02/2020,entry,C,1,7.7
085325 25/02/2020,entry,N,1,7.08
085325 25/02/2020,exit,N,1,7.92
085535 25/02/2020,exit,S,1,6.64
085603 25/02/2020,exit,C,1,5.47
085653 25/02/2020,entry,S,1,5.13
085708 25/02/2020,entry,S,1,5.53
085934 25/02/2020,entry,C,1,6.46
090010 25/02/2020,entry,S,0,5.85
090012 25/02/2020,exit,S,1,5.88
090032 25/02/2020,entry,C,1,5.49
090226 25/02/2020,entry,C,1,6.65
090321 25/02/2020,entry,C,1,6.64
090437 25/02/2020,entry,C,1,6.84
090602 25/02/2020,entry,S,1,6.92
090603 25/02/2020,entry,C,1,4.52
090635 25/02/2020,entry,S,1,6.81
090654 25/02/2020,entry,C,1,5.94
090717 25/02/2020,exit,S,1,7
090807 25/02/2020,entry,S,1,6.73
090808 25/02/2020,entry,S,1,7.61
090844 25/02/2020,exit,N,1,6.68
090930 25/02/2020,entry,C,1,6.65
090945 25/02/2020,entry,N,1,8.2
091046 25/02/2020,entry,C,1,6.45
091058 25/02/2020,exit,C,1,6.9
091236 25/02/2020,entry,C,1,7.28
091308 25/02/2020,entry,C,0,6.44
091415 25/02/2020,entry,S,1,7.29
091647 25/02/2020,entry,C,0,5.88
091720 25/02/2020,entry,C,1,6.01
091721 25/02/2020,entry,C,1,6.79
091747 25/02/2020,entry,C,0,6.62
091754 25/02/2020,entry,C,0,5.03
091801 25/02/2020,entry,S,1,7.07
091820 25/02/2020,entry,S,0,6.38
091832 25/02/2020,entry,S,1,6.92
091836 25/02/2020,entry,C,1,7.29
092026 25/02/2020,entry,S,1,5.74
092033 25/02/2020,exit,S,1,5.75
092234 25/02/2020,entry,C,1,6.8
092346 25/02/2020,entry,C,1,6.41
092353 25/02/2020,entry,C,1,7.09
092440 25/02/2020,entry,C,1,6.27
092445 25/02/2020,entry,C,1,6.56
092451 25/02/2020,entry,C,1,6.73
092458 25/02/2020,entry,S,1,6.03
092517 25/02/2020,entry,C,1,6.89
092542 25/02/2020,exit,C,1,7.38
092607 25/02/2020,exit,S,1,8.01
092637 25/02/2020,entry,C,1,6.45
092724 25/02/2020,entry,C,1,5.8
092747 25/02/2020,entry,C,1,7.7
092919 25/02/2020,entry,C,1,6.66
093030 25/02/2020,entry,C,1,5.82
093050 25/02/2020,entry,S,1,6.55
093156 25/02/2020,entry,C,0,6.04
093204 25/02/2020,exit,S,1,4.84
093410 25/02/2020,entry,S,1,7.72
093451 25/02/2020,entry,C,1,6.59
093453 25/02/2020,entry,N,1,5.85
093455 25/02/2020,entry,C,1,5.23
093518 25/02/2020,entry,S,1,7.15
093621 25/02/2020,exit,S,1,6.84
093806 25/02/2020,exit,C,1,6.79
093819 25/02/2020,exit,N,1,6.7
093858 25/02/2020,entry,S,1,5.79
093936 25/02/2020,exit,C,1,7.25
093949 25/02/2020,entry,S,1,7.14
094136 25/02/2020,entry,C,1,5.61
094157 25/02/2020,entry,C,1,6.66
094226 25/02/2020,entry,C,1,6.59
094302 25/02/2020,entry,N,1,6.57
094543 25/02/2020,exit,N,1,7.18
094551 25/02/2020,exit,S,1,7.13
094641 25/02/2020,entry,S,1,6.17
094703 25/02/2020,exit,C,1,6.49
094738 25/02/2020,exit,C,0,6.34
094906 25/02/2020,exit,C,0,7.02
094930 25/02/2020,entry,S,1,5.08
094931 25/02/2020,exit,C,1,5.84
094946 25/02/2020,exit,N,1,6.59
095024 25/02/2020,entry,C,1,7.38
095116 25/02/2020,entry,S,1,7.11
095131 25/02/2020,entry,C,1,5.71
095132 25/02/2020,entry,N,1,6.83
095207 25/02/2020,entry,C,1,6.92
095339 25/02/2020,exit,C,1,6.33
095623 25/02/2020,entry,S,1,6.88
095843 25/02/2020,entry,C,0,6.88
095858 25/02/2020,entry,S,1,6.3
095907 25/02/2020,entry,C,1,6.1
095929 25/02/2020,entry,C,1,6.64
095939 25/02/2020,entry,S,1,6.3
100002 25/02/2020,entry,N,0,6.24
100006 25/02/2020,entry,C,0,7.23
100112 25/02/2020,entry,C,1,6.61
100129 25/02/2020,entry,S,0,8.09
100322 25/02/2020,entry,S,0,6.05
100436 25/02/2020,exit,N,1,6.96
100713 25/02/2020,entry,C,1,6.55
100802 25/02/2020,exit,S,1,6.29
100819 25/02/2020,entry,C,1,5.74
100849 25/02/2020,entry,C,1,8.07
100913 25/02/2020,entry,N,1,6.16
100919 25/02/2020,entry,S,1,6.85
101042 25/02/2020,entry,S,1,5.46
101239 25/02/2020,entry,C,1,5.87
101354 25/02/2020,entry,S,1,6.53
101533 25/02/2020,exit,C,1,8.83
101546 25/02/2020,entry,C,1,7.63
101617 25/02/2020,exit,C,1,6.53
101636 25/02/2020,exit,S,1,7.03
101707 25/02/2020,entry,S,1,6.03
101745 25/02/2020,exit,C,0,5.57
101751 25/02/2020,entry,C,1,6.44
101915 25/02/2020,entry,C,1,6.25
101929 25/02/2020,exit,C,1,6.49
102137 25/02/2020,entry,C,1,6.09
102213 25/02/2020,exit,N,0,6.42
102310 25/02/2020,exit,C,1,6.76
102349 25/02/2020,entry,S,1,6.65
102356 25/02/2020,entry,S,1,5.72
102405 25/02/2020,exit,C,1,7.02
102513 25/02/2020,entry,N,0,5.56
102520 25/02/2020,exit,S,1,8.55
102632 25/02/2020,exit,S,1,5.43
102640 25/02/2020,exit,N,1,6.18
102728 25/02/2020,entry,C,1,6.29
102803 25/02/2020,exit,S,1,5.42
103028 25/02/2020,entry,C,1,6.91
103038 25/02/2020,entry,S,1,6.77
103214 25/02/2020,entry,N,1,6.66
103511 25/02/2020,exit,C,1,6.66
103516 25/02/2020,entry,C,1,6.89
103651 25/02/2020,entry,C,1,5.76
103723 25/02/2020,entry,S,1,6.46
103959 25/02/2020,entry,C,1,6.93
104057 25/02/2020,entry,S,1,5.68
104210 25/02/2020,entry,C,1,6.8
104216 25/02/2020,entry,C,1,6.05
104346 25/02/2020,exit,C,1,7.23
104510 25/02/2020,entry,N,1,6.26
104627 25/02/2020,exit,S,1,6.61
104639 25/02/2020,entry,S,1,7.32
104901 25/02/2020,entry,C,1,8.15
104909 25/02/2020,exit,C,1,6.8
104922 25/02/2020,exit,C,0,6.96
105030 25/02/2020,entry,C,1,7.24
105359 25/02/2020,exit,N,1,6.16
105609 25/02/2020,entry,C,1,6.87
105901 25/02/2020,entry,C,1,6.23
110057 25/02/2020,exit,C,1,6.58
110059 25/02/2020,exit,N,1,6.02
110241 25/02/2020,entry,S,1,6.99
110323 25/02/2020,entry,C,1,6.54
110334 25/02/2020,entry,C,1,7.87
110408 25/02/2020,exit,N,1,7.65
110409 25/02/2020,exit,C,1,6.88
110454 25/02/2020,exit,N,1,7.01
110601 25/02/2020,exit,C,1,5.4
110718 25/02/2020,exit,S,1,5.71
110750 25/02/2020,entry,C,1,4.65
110818 25/02/2020,exit,S,1,6.58
110857 25/02/2020,entry,C,1,6.56
110929 25/02/2020,entry,C,1,6.51
111155 25/02/2020,entry,S,1,7.19
111306 25/02/2020,exit,S,0,6.6
111418 25/02/2020,entry,N,1,5.8
111627 25/02/2020,entry,S,1,5.54
112001 25/02/2020,entry,N,1,6.64
112060 25/02/2020,entry,S,1,7.11
112139 25/02/2020,entry,N,1,7.44
112241 25/02/2020,exit,S,1,7.98
112630 25/02/2020,entry,C,1,6.03
112634 25/02/2020,exit,C,1,6.61
112644 25/02/2020,entry,C,1,6.41
112814 25/02/2020,exit,N,1,5.1
112933 25/02/2020,entry,N,1,7.6
113008 25/02/2020,exit,S,1,8.29
113048 25/02/2020,exit,C,1,5.51
113249 25/02/2020,exit,N,1,6.39
113341 25/02/2020,entry,S,1,8.47
113459 25/02/2020,exit,S,1,6.48
113509 25/02/2020,exit,S,1,6.7
113527 25/02/2020,entry,S,1,7.06
113607 25/02/2020,entry,S,1,6.59
113625 25/02/2020,entry,C,1,6.22
113628 25/02/2020,exit,C,1,6.58
113710 25/02/2020,entry,N,1,5.99
113732 25/02/2020,exit,S,0,6.3
113854 25/02/2020,entry,C,1,4.58
113919 25/02/2020,exit,C,1,7.46
113928 25/02/2020,exit,C,0,5.66
113941 25/02/2020,exit,N,1,5.06
114127 25/02/2020,exit,N,1,6.64
114306 25/02/2020,exit,C,1,6.4
114710 25/02/2020,entry,S,1,6.7
114724 25/02/2020,entry,C,1,6.92
115029 25/02/2020,entry,S,1,5.94
115311 25/02/2020,exit,S,1,6.13
115358 25/02/2020,exit,C,1,7.38
115549 25/02/2020,exit,C,1,5.88
115741 25/02/2020,exit,S,1,6.18
115822 25/02/2020,exit,C,1,7.82
120026 25/02/2020,entry,S,1,7.04
120030 25/02/2020,exit,S,1,6.53
120107 25/02/2020,entry,C,1,7.68
120156 25/02/2020,entry,S,1,5.94
120201 25/02/2020,entry,C,1,6.22
120246 25/02/2020,entry,S,1,6.77
120247 25/02/2020,entry,N,1,7.35
120251 25/02/2020,entry,C,1,6.5
120414 25/02/2020,entry,C,1,6.26
120448 25/02/2020,exit,C,1,6.11
120514 25/02/2020,entry,N,1,6.64
120607 25/02/2020,exit,S,1,6.08
120622 25/02/2020,exit,C,1,5.86
120837 25/02/2020,exit,C,0,5.66
120906 25/02/2020,entry,C,1,6.35
120925 25/02/2020,entry,N,1,5.45
121051 25/02/2020,exit,C,1,7.42
121219 25/02/2020,entry,S,1,5.22
121239 25/02/2020,entry,C,1,6
121302 25/02/2020,exit,C,1,7.1
121304 25/02/2020,exit,N,1,6.41
121655 25/02/2020,entry,N,1,6.75
121837 25/02/2020,exit,N,0,6.15
122358 25/02/2020,entry,C,1,6.4
122620 25/02/2020,exit,S,1,6.19
122751 25/02/2020,entry,S,1,6.59
122810 25/02/2020,entry,S,1,6.91
123010 25/02/2020,entry,C,1,6.07
123055 25/02/2020,exit,C,1,6.39
123057 25/02/2020,entry,C,0,7.55
123144 25/02/2020,entry,C,1,6.41
123149 25/02/2020,entry,S,1,6.4
123309 25/02/2020,exit,C,1,6.57
123359 25/02/2020,exit,S,1,5.6
123428 25/02/2020,entry,S,1,7.09
123510 25/02/2020,exit,C,1,7.63
123547 25/02/2020,entry,S,1,7.23
123613 25/02/2020,entry,S,1,6.31
123958 25/02/2020,exit,C,1,7.62
124219 25/02/2020,exit,N,1,7.48
124231 25/02/2020,exit,C,1,7.3
124241 25/02/2020,exit,S,1,6.7
124252 25/02/2020,entry,S,1,5.97
124349 25/02/2020,exit,S,1,6.64
124523 25/02/2020,exit,C,1,5.23
124531 25/02/2020,exit,C,1,6.12
124539 25/02/2020,exit,S,1,7.72
124659 25/02/2020,exit,C,1,5.45
124820 25/02/2020,entry,C,1,5.94
124843 25/02/2020,entry,S,1,7.01
124939 25/02/2020,entry,S,1,6.09
125025 25/02/2020,exit,C,1,3.75
125056 25/02/2020,entry,S,1,6.2
125128 25/02/2020,exit,S,0,6.07
125131 25/02/2020,exit,S,0,5.96
125147 25/02/2020,entry,C,1,6.48
125205 25/02/2020,exit,N,1,6.18
125741 25/02/2020,entry,S,1,6.07
125842 25/02/2020,entry,N,1,4.8
125850 25/02/2020,entry,C,1,6.3
130035 25/02/2020,entry,C,1,6.35
130042 25/02/2020,entry,S,1,5.78
130124 25/02/2020,entry,N,1,3.81
130141 25/02/2020,exit,S,1,6.23
130154 25/02/2020,exit,C,1,6.07
130457 25/02/2020,exit,C,1,4.8
130656 25/02/2020,exit,C,1,6.3
130709 25/02/2020,exit,S,0,5.11
130756 25/02/2020,exit,S,1,5.61
130908 25/02/2020,entry,N,1,7.71
131008 25/02/2020,entry,C,1,6.56
131019 25/02/2020,exit,N,1,7.62
131122 25/02/2020,entry,N,0,6.98
131131 25/02/2020,entry,S,1,7.96
131208 25/02/2020,entry,S,1,6.44
131339 25/02/2020,entry,S,1,5.71
131434 25/02/2020,exit,C,1,6.74
131519 25/02/2020,entry,C,1,6.77
131531 25/02/2020,exit,S,1,6.96
131651 25/02/2020,entry,S,1,7.98
131849 25/02/2020,exit,C,1,6.97
131940 25/02/2020,entry,C,1,7.18
132003 25/02/2020,entry,N,0,6.32
132006 25/02/2020,entry,S,1,7.52
132046 25/02/2020,entry,C,1,6.02
132321 25/02/2020,exit,N,1,5.41
132632 25/02/2020,entry,C,1,7.4
132634 25/02/2020,exit,C,1,6.26
132640 25/02/2020,exit,S,1,6.98
132814 25/02/2020,entry,S,1,6.65
132900 25/02/2020,entry,N,1,7.45
133220 25/02/2020,exit,S,1,5.29
133310 25/02/2020,entry,C,1,6.68
133506 25/02/2020,exit,N,1,6.18
133533 25/02/2020,exit,S,1,7.93
133638 25/02/2020,entry,S,1,6.01
133930 25/02/2020,exit,C,0,5.52
133933 25/02/2020,entry,C,1,6.52
134058 25/02/2020,entry,C,1,6.17
134131 25/02/2020,entry,S,1,7.18
134141 25/02/2020,exit,S,1,7.52
134222 25/02/2020,exit,C,1,5.97
134336 25/02/2020,entry,N,1,5.63
134400 25/02/2020,exit,C,1,6.28
134817 25/02/2020,exit,S,0,6.42
134860 25/02/2020,exit,C,1,7.21
134907 25/02/2020,entry,C,1,7.09
135004 25/02/2020,exit,C,0,6.09
135015 25/02/2020,entry,S,1,6.36
135037 25/02/2020,entry,N,1,5.63
135042 25/02/2020,exit,S,1,6.46
135118 25/02/2020,exit,S,1,4.83
135218 25/02/2020,entry,S,1,5.47
135411 25/02/2020,entry,C,1,6.74
135613 25/02/2020,exit,N,1,4.9
135654 25/02/2020,exit,C,1,7.9
135751 25/02/2020,exit,C,1,6.31
135932 25/02/2020,entry,S,1,5.27
135933 25/02/2020,exit,S,1,6.65
140012 25/02/2020,entry,C,1,6.62
140214 25/02/2020,exit,C,1,6.01
140335 25/02/2020,exit,S,1,6.95
140347 25/02/2020,entry,S,1,5.23
140514 25/02/2020,entry,S,0,6.08
140530 25/02/2020,exit,C,1,5.85
140723 25/02/2020,entry,S,1,6.55
140953 25/02/2020,exit,N,1,5.72
141415 25/02/2020,entry,S,1,6.55
141615 25/02/2020,exit,S,1,6.26
141642 25/02/2020,exit,C,0,6.57
141722 25/02/2020,exit,C,1,6.99
141915 25/02/2020,exit,N,1,6.33
141918 25/02/2020,exit,C,0,6.07
142003 25/02/2020,entry,C,1,6.86
142006 25/02/2020,exit,S,1,6.31
142035 25/02/2020,exit,N,1,7.68
142332 25/02/2020,entry,C,1,5.68
142450 25/02/2020,exit,S,1,6.65
142960 25/02/2020,entry,C,1,7.25
143230 25/02/2020,entry,S,1,6.15
